domain,tld,length,vowel_ratio,has_number,tld_score,keyword_score,brand_score,price,tier
ompusiri.app,.app,8,0.5,0,0.75,0.6529,0.6436,326500,medium
uncakikiravin.co.in,.co.in,13,0.4615,0,0.6,0.2256,0.4342,45500,low
siqoopqoxewysha.co.in,.co.in,15,0.4,0,0.6,0.338,0.3478,102500,low
dainfo.info,.info,6,0.5,0,0.18,0.0832,0.511,92500,low
games.co.in,.co.in,5,0.4,0,0.6,0.0824,0.467,133000,low
swasthxe.app,.app,8,0.25,0,0.75,0.6889,0.5538,448000,medium
realwy.tech,.tech,6,0.3333,0,0.55,0.4869,0.6597,598000,medium
online24.biz,.biz,8,0.375,1,0.15,0.2697,0.5264,90500,low
leaxfoca.dev,.dev,8,0.5,0,0.7,0.5903,0.6337,613000,medium
mebase.net,.net,6,0.5,0,0.65,0.5812,0.7142,647500,medium
mandica.app,.app,7,0.4286,0,0.75,0.6855,0.6195,663500,medium
flowvin.in,.in,7,0.2857,0,0.9,0.4828,0.7108,625000,medium
nokrishi.io,.io,8,0.375,0,0.85,0.6078,0.7244,328000,medium
dabhatuqoki.co,.co,11,0.4545,0,0.8,0.3939,0.5323,1052000,medium
khojfo.xyz,.xyz,6,0.3333,0,0.3,0.1669,0.5681,118000,low
rida.in,.in,4,0.5,0,0.9,0.9643,0.7879,79476500,high
darajun.co,.co,7,0.4286,0,0.8,0.4573,0.6127,962500,medium
govin.ai,.ai,5,0.4,0,0.95,1.0,0.8035,26904500,high
motuinfo.info,.info,8,0.5,0,0.18,0.0071,0.5205,85000,low
huhubuxenadakri.net,.net,15,0.4667,0,0.65,0.2067,0.3112,80500,low
qokri.com,.com,5,0.4,0,1.0,0.7611,0.9486,50720500,high
city61.io,.io,6,0.1667,1,0.85,0.5803,0.6415,606500,medium
trydevraj.app,.app,9,0.2222,0,0.75,0.7553,0.7099,18122000,high
netsi.app,.app,5,0.4,0,0.75,0.5386,0.6823,1093500,medium
fx.app,.app,2,0.0,0,0.75,0.9329,0.7391,6629000,high
gohu.co,.co,4,0.5,0,0.8,0.9599,0.8364,12692000,high
infoji.co.in,.co.in,6,0.5,0,0.6,0.3684,0.5502,110500,low
zanakrifo.co,.co,9,0.4444,0,0.8,0.6034,0.6199,1113500,medium
koaxhub.io,.io,7,0.4286,0,0.85,0.4371,0.6962,633500,medium
lab65.net,.net,5,0.2,1,0.65,0.6814,0.5687,593000,medium
damomovy.biz,.biz,8,0.375,0,0.15,0.1963,0.531,52000,low
omrajbase.dev,.dev,9,0.4444,0,0.7,0.5268,0.6001,225500,medium
bazaar48.app,.app,8,0.375,1,0.75,0.6154,0.6964,568000,medium
sewa.org,.org,4,0.5,0,0.58,0.0207,0.5361,40000,low
axvyai.co,.co,6,0.5,0,0.8,0.8513,0.8743,18947000,high
vidya.net,.net,5,0.4,0,0.65,0.5525,0.7609,403500,medium
vinxeshaki.io,.io,10,0.4,0,0.85,0.4015,0.7009,634000,medium
nifty50.com,.com,7,0.1429,1,1.0,1.0,0.7188,24214500,high
home45.io,.io,6,0.3333,1,0.85,0.72,0.6963,901500,medium
lukoomra.dev,.dev,8,0.5,0,0.7,0.4381,0.5856,1010500,medium
opreal.dev,.dev,6,0.5,0,0.7,0.72,0.5919,612000,medium
prakart.app,.app,7,0.2857,0,0.75,0.5169,0.6763,1287500,medium
connectdev.net,.net,10,0.3,0,0.65,0.1477,0.5117,74500,low
cakart.app,.app,6,0.3333,0,0.75,0.5048,0.6251,1192000,medium
vyraj.ai,.ai,5,0.2,0,0.95,0.8214,0.8274,60407000,high
prashiksha.online,.online,10,0.3,0,0.25,0.2607,0.4523,55500,low
paise.dev,.dev,5,0.6,0,0.7,0.72,0.6729,1763500,medium
ezaxio.co,.co,6,0.6667,0,0.8,0.9189,0.7418,9288000,high
tehub.ai,.ai,5,0.4,0,0.95,1.0,0.8438,13131000,high
mytulu.dev,.dev,6,0.3333,0,0.7,0.6262,0.7133,1474000,medium
buperi.in,.in,6,0.5,0,0.9,0.3696,0.6987,312500,medium
wyhost.online,.online,6,0.1667,0,0.25,0.3614,0.4059,63500,low
vylab.in,.in,5,0.2,0,0.9,0.4923,0.6711,572000,medium
vidya94.app,.app,7,0.2857,1,0.75,0.6748,0.6369,616000,medium
tujiop.app,.app,6,0.5,0,0.75,0.6629,0.6942,583500,medium
axfo.tech,.tech,4,0.5,0,0.55,0.7061,0.6108,699500,medium
bhahotel.co.in,.co.in,8,0.375,0,0.6,0.1037,0.5156,62000,low
pro.co,.co,3,0.3333,0,0.8,0.8739,0.8715,47999000,high
vinsoft.tech,.tech,7,0.2857,0,0.55,0.5394,0.6939,773500,medium
kimilan.biz,.biz,7,0.4286,0,0.15,0.3684,0.517,50000,low
dapuplace.site,.site,9,0.4444,0,0.2,0.1692,0.4251,28500,low
goezun.ai,.ai,6,0.5,0,0.95,1.0,0.8114,9158000,high
myvy.co.in,.co.in,4,0.0,0,0.6,0.6517,0.4979,405000,medium
xeshabase.tech,.tech,9,0.4444,0,0.55,0.72,0.6146,270000,medium
homevy.co,.co,6,0.3333,0,0.8,0.7183,0.7252,999000,medium
leriun.io,.io,6,0.5,0,0.85,0.9899,0.8513,38347000,high
shalab.app,.app,6,0.3333,0,0.75,0.5868,0.6909,442000,medium
koart.in,.in,5,0.4,0,0.9,0.1006,0.5697,166000,low
rupeesi.app,.app,7,0.5714,0,0.75,1.0,0.8142,26566500,high
tuaxpu.app,.app,6,0.5,0,0.75,0.4533,0.6573,1099500,medium
omco.in,.in,4,0.5,0,0.9,0.6416,0.702,862000,medium
omlab.com,.com,5,0.4,0,1.0,0.72,0.6699,357000,medium
ai.app,.app,2,1.0,0,0.75,1.0,0.6666,19792000,high
qohq.in,.in,4,0.25,0,0.9,0.7028,0.7247,708500,medium
ralebase.net,.net,8,0.5,0,0.65,0.72,0.621,381500,medium
sansanpusante.co.in,.co.in,13,0.3846,0,0.6,0.1474,0.3895,43000,low
qocasha.dev,.dev,7,0.4286,0,0.7,0.6078,0.6463,526000,medium
appez.co.in,.co.in,5,0.4,0,0.6,0.5116,0.6701,907500,medium
hub.co,.co,3,0.3333,0,0.8,1.0,0.9542,45795000,high
paise20.co.in,.co.in,7,0.4286,1,0.6,0.5174,0.694,1599500,medium
buinfo.co.in,.co.in,6,0.5,0,0.6,0.1796,0.5634,102500,low
rajupi.ai,.ai,6,0.5,0,0.95,0.9062,0.875,22244500,high
raopbase.in,.in,8,0.5,0,0.9,0.4548,0.6599,852500,medium
tryrajra.com,.com,8,0.25,0,1.0,0.8751,0.8284,7119500,high
sundar1.xyz,.xyz,7,0.2857,1,0.3,0.1624,0.3747,65000,low
bhabase.co,.co,7,0.4286,0,0.8,0.72,0.6892,571000,medium
fobhavycadanori.info,.info,15,0.4,0,0.18,0.344,0.4132,77000,low
ipo39.io,.io,5,0.4,1,0.85,0.9531,0.8734,16574500,high
pukrirajivi.dev,.dev,11,0.4545,0,0.7,0.3659,0.6179,355000,medium
radano.app,.app,6,0.5,0,0.75,0.5634,0.6625,970000,medium
info.biz,.biz,4,0.5,0,0.15,0.2522,0.5117,107000,low
lepra.co,.co,5,0.4,0,0.8,0.6213,0.6591,784500,medium
peservice.co.in,.co.in,9,0.4444,0,0.6,0.0624,0.5099,107000,low
global44.in,.in,8,0.25,1,0.9,0.4588,0.5903,197000,medium
hotelle.org,.org,7,0.4286,0,0.58,0.0969,0.4274,54000,low
luvyza.in,.in,6,0.3333,0,0.9,0.9383,0.7569,17495000,high
onlinebha.xyz,.xyz,9,0.4444,0,0.3,0.0641,0.5002,48500,low
shasaathi.online,.online,9,0.4444,0,0.25,0.261,0.5226,91000,low
powerle.ai,.ai,7,0.4286,0,0.95,1.0,0.7618,8898000,high
ezinfo.biz,.biz,6,0.5,0,0.15,0.2508,0.5598,76500,low
meauto.app,.app,6,0.6667,0,0.75,1.0,0.7632,11704000,high
powermo.io,.io,7,0.4286,0,0.85,0.9691,0.8845,32768500,high
husi.com,.com,4,0.5,0,1.0,0.4662,0.6285,754000,medium
site.co.in,.co.in,4,0.5,0,0.6,0.1601,0.4819,87000,low
livevi.com,.com,6,0.5,0,1.0,0.9619,0.8462,44394500,high
vijitusi.co.in,.co.in,8,0.5,0,0.6,0.5764,0.5611,1023000,medium
bhamevidevbha.online,.online,13,0.3846,0,0.25,0.0736,0.4264,67000,low
buezkri.co.in,.co.in,7,0.4286,0,0.6,0.382,0.7186,336000,medium
fx.io,.io,2,0.0,0,0.85,1.0,0.7625,34195500,high
media.co.in,.co.in,5,0.6,0,0.6,0.72,0.5729,284500,medium
yojnari.org,.org,7,0.4286,0,0.58,0.0429,0.5624,83000,low
vinwyaxwysiwy.biz,.biz,13,0.2308,0,0.15,0.1681,0.2541,56000,low
wyjipraxekocari.in,.in,15,0.4,0,0.9,0.1158,0.4039,41500,low
world54.biz,.biz,7,0.1429,1,0.15,0.1075,0.4398,57000,low
bharat.co,.co,6,0.3333,0,0.8,0.904,0.8644,21112500,high
moyojna.site,.site,7,0.4286,0,0.2,0.306,0.593,88500,low
new80.app,.app,5,0.2,1,0.75,0.72,0.6893,287500,medium
opjiop.io,.io,6,0.5,0,0.85,0.9181,0.829,46123000,high
rajuncari.net,.net,9,0.4444,0,0.65,0.4968,0.5556,353500,medium
tusi.in,.in,4,0.5,0,0.9,0.5109,0.6444,691000,medium
goprapu.in,.in,7,0.4286,0,0.9,1.0,0.8572,4655500,high
ravico.net,.net,6,0.5,0,0.65,0.4227,0.5851,307000,medium
nrisha.in,.in,6,0.3333,0,0.9,1.0,0.8586,7066500,high
cloud99.co,.co,7,0.2857,1,0.8,1.0,0.7625,27279500,high
lebase.in,.in,6,0.5,0,0.9,0.5651,0.6224,455500,medium
niftyna.io,.io,7,0.2857,0,0.85,0.9464,0.8333,14882500,high
space4.dev,.dev,6,0.3333,1,0.7,0.4593,0.6532,276000,medium
core.dev,.dev,4,0.5,0,0.7,0.6312,0.7561,380000,medium
space20.co.in,.co.in,7,0.2857,1,0.6,0.72,0.6006,675500,medium
qonet.app,.app,5,0.4,0,0.75,0.4574,0.7407,1195500,medium
le.io,.io,2,0.5,0,0.85,0.944,0.8228,33367000,high
putravel.net,.net,8,0.375,0,0.65,0.3583,0.5102,138500,low
krily.in,.in,5,0.2,0,0.9,0.8635,0.8144,33110500,high
ca.in,.in,2,0.5,0,0.9,0.7388,0.8322,30825000,high
noopzone.site,.site,8,0.5,0,0.2,0.2152,0.5085,134000,low
vyprapeop.co.in,.co.in,9,0.3333,0,0.6,0.6936,0.5616,296000,medium
service79.org,.org,9,0.3333,1,0.58,0.1114,0.5273,83500,low
ezinfo.in,.in,6,0.5,0,0.9,0.3619,0.5182,193500,low
nolebase.co,.co,8,0.5,0,0.8,0.5793,0.5899,420500,medium
hu.in,.in,2,0.5,0,0.9,0.8005,0.9164,96546500,high
myza.tech,.tech,4,0.25,0,0.55,0.4644,0.6589,1119500,medium
flow.net,.net,4,0.25,0,0.65,0.72,0.6269,462000,medium
viswasth.dev,.dev,8,0.25,0,0.7,0.4612,0.5697,193500,medium
unkico.co,.co,6,0.5,0,0.8,0.6072,0.6316,879000,medium
newbu.co,.co,5,0.4,0,0.8,0.7033,0.7399,955500,medium
kojiplace.site,.site,9,0.4444,0,0.2,0.1038,0.4329,93500,low
devhq.co.in,.co.in,5,0.2,0,0.6,0.508,0.6923,597000,medium
getxepra.io,.io,8,0.375,0,0.85,1.0,0.8684,4666500,high
getwyko.io,.io,7,0.2857,0,0.85,0.8741,0.8508,13854000,high
shaonline.info,.info,9,0.4444,0,0.18,0.3506,0.4502,80500,low
hurajaxqo.co.in,.co.in,9,0.4444,0,0.6,0.2969,0.3977,70500,low
vyaparte.in,.in,8,0.375,0,0.9,0.4601,0.6577,1376000,medium
wymohub.in,.in,7,0.2857,0,0.9,0.5451,0.5494,899000,medium
credit.co,.co,6,0.3333,0,0.8,1.0,0.7428,2921500,high
oppro.ai,.ai,5,0.4,0,0.95,1.0,0.8502,43304000,high
vingames.co.in,.co.in,8,0.375,0,0.6,0.1328,0.5428,71000,low
opqoshasihuvyvy.xyz,.xyz,15,0.3333,0,0.3,0.0611,0.3232,66500,low
store.dev,.dev,5,0.4,0,0.7,0.4949,0.7777,758000,medium
kartbha.co.in,.co.in,7,0.2857,0,0.6,0.6824,0.6266,1248500,medium
mevipumeraj.in,.in,11,0.4545,0,0.9,0.5294,0.508,855500,medium
vimedia.net,.net,7,0.5714,0,0.65,0.72,0.5996,601000,medium
omhuhub.co.in,.co.in,7,0.4286,0,0.6,0.3698,0.6953,334000,medium
data.in,.in,4,0.5,0,0.9,1.0,0.7999,45728500,high
lab.co,.co,3,0.3333,0,0.8,0.72,0.6612,470500,medium
omdevrafo.com,.com,9,0.4444,0,1.0,0.508,0.5772,830000,medium
devrihq.co.in,.co.in,7,0.2857,0,0.6,0.6402,0.5995,846500,medium
infoda.in,.in,6,0.5,0,0.9,0.2188,0.5469,76000,low
monoinfo.online,.online,8,0.5,0,0.25,0.2807,0.4903,93500,low
tedigi.co.in,.co.in,6,0.5,0,0.6,0.7046,0.7184,407500,medium
rajai.in,.in,5,0.6,0,0.9,1.0,0.8015,54877500,high
connectez.co.in,.co.in,9,0.3333,0,0.6,0.2413,0.3702,75500,low
saathilu.in,.in,8,0.5,0,0.9,0.1634,0.4296,146000,low
xenova.dev,.dev,6,0.5,0,0.7,0.593,0.6415,373000,medium
bhada.dev,.dev,5,0.4,0,0.7,0.5842,0.7717,493000,medium
leonline.in,.in,8,0.5,0,0.9,0.074,0.4738,73000,low
shatuezvindamora.org,.org,16,0.4375,0,0.58,0.1357,0.3319,113500,low
zayojna.org,.org,7,0.4286,0,0.58,0.1444,0.5521,54000,low
daludevwy.com,.com,9,0.3333,0,1.0,0.4827,0.5778,966000,medium
kifohub.app,.app,7,0.4286,0,0.75,0.536,0.6319,604500,medium
citysi.co.in,.co.in,6,0.3333,0,0.6,0.6614,0.6951,454500,medium
nocari.io,.io,6,0.5,0,0.85,0.7239,0.7276,17505000,high
moomhub.app,.app,7,0.4286,0,0.75,0.5105,0.7373,384500,medium
apple.app,.app,5,0.4,0,0.75,0.5684,0.6565,620000,medium
qomovinsan.net,.net,10,0.4,0,0.65,0.0468,0.5537,132000,low
care31.net,.net,6,0.3333,1,0.65,0.5272,0.6818,388000,medium
wypuhq.com,.com,6,0.1667,0,1.0,0.5249,0.5208,926500,medium
mokodaxenatevin.site,.site,15,0.4667,0,0.2,0.2228,0.3295,44500,low
teshadate.site,.site,9,0.4444,0,0.2,0.3359,0.4345,153500,low
pesoft.tech,.tech,6,0.3333,0,0.55,0.5545,0.7182,711500,medium
hufy.in,.in,4,0.25,0,0.9,0.9269,0.9065,25191500,high
yojnakri.in,.in,8,0.375,0,0.9,0.1851,0.5431,137500,low
rojgardev.online,.online,9,0.3333,0,0.25,0.0229,0.4503,104000,low
sannova.dev,.dev,7,0.4286,0,0.7,0.72,0.6534,683500,medium
mediaza.tech,.tech,7,0.5714,0,0.55,0.5993,0.5196,725500,medium
bestmoez.xyz,.xyz,8,0.375,0,0.3,0.2094,0.461,79000,low
rify.io,.io,4,0.25,0,0.85,0.9116,0.8782,72466500,high
devbase.net,.net,7,0.4286,0,0.65,0.5696,0.6376,546500,medium
nri.app,.app,3,0.3333,0,0.75,0.8815,0.9164,18709000,high
risensex.in,.in,8,0.375,0,0.9,1.0,0.7713,18483000,high
vinmoco.dev,.dev,7,0.4286,0,0.7,0.5753,0.6072,1100500,medium
na.app,.app,2,0.5,0,0.75,0.8423,0.9546,43974000,high
axhubase.in,.in,8,0.5,0,0.9,0.72,0.6528,819500,medium
rizapufopudamo.co.in,.co.in,14,0.5,0,0.6,0.3455,0.3159,77500,low
kartra.app,.app,6,0.3333,0,0.75,0.7024,0.7536,1108500,medium
gyanca.net,.net,6,0.3333,0,0.65,0.3562,0.55,59500,low
devcrypto.com,.com,9,0.2222,0,1.0,1.0,0.7232,21035500,high
lebusoft.co,.co,8,0.375,0,0.8,0.485,0.6655,617000,medium
ezbuonline.info,.info,10,0.5,0,0.18,0.1043,0.4695,37500,low
sharishari.io,.io,10,0.4,0,0.85,0.5527,0.5649,436500,medium
service47.in,.in,9,0.3333,1,0.9,0.071,0.48,105000,low
mandikri.app,.app,8,0.375,0,0.75,0.72,0.6447,492000,medium
flow15.tech,.tech,6,0.1667,1,0.55,0.5343,0.5081,367500,medium
prabuwycapuqoax.info,.info,15,0.4,0,0.18,0.0389,0.3047,33000,low
visoft.co,.co,6,0.3333,0,0.8,0.4765,0.7193,571500,medium
ezbase.app,.app,6,0.5,0,0.75,0.647,0.6838,371500,medium
city.in,.in,4,0.25,0,0.9,0.6354,0.7391,928500,medium
xerihub.net,.net,7,0.4286,0,0.65,0.5282,0.7393,964000,medium
optuleunpe.net,.net,10,0.5,0,0.65,0.0454,0.4464,98500,low
mocity.co.in,.co.in,6,0.3333,0,0.6,0.6936,0.6922,462000,medium
qoomzone.site,.site,8,0.5,0,0.2,0.1021,0.5192,91000,low
zonepe.site,.site,6,0.5,0,0.2,0.1272,0.5582,103000,low
core33.in,.in,6,0.3333,1,0.9,0.5837,0.714,506000,medium
tuhq.dev,.dev,4,0.25,0,0.7,0.4199,0.6377,286000,medium
luomx.in,.in,5,0.4,0,0.9,0.82,0.8154,13703000,high
gyanza.xyz,.xyz,6,0.3333,0,0.3,0.0743,0.4715,91500,low
bankra.io,.io,6,0.3333,0,0.85,1.0,0.8488,25084500,high
pekrihq.dev,.dev,7,0.2857,0,0.7,0.5827,0.6868,312500,medium
paise26.app,.app,7,0.4286,1,0.75,0.4844,0.7451,1433000,medium
site.org,.org,4,0.5,0,0.58,0.2174,0.4493,52000,low
xehub.com,.com,5,0.4,0,1.0,0.4616,0.7843,476000,medium
nahq.io,.io,4,0.25,0,0.85,0.4705,0.5975,1292500,medium
novyio.io,.io,6,0.5,0,0.85,0.9475,0.8559,14437500,high
puxe.ai,.ai,4,0.5,0,0.95,0.8128,0.8242,23782500,high
real32.dev,.dev,6,0.3333,1,0.7,0.4705,0.6219,330500,medium
hotel.info,.info,5,0.4,0,0.18,0.1189,0.5941,47500,low
fintech.ai,.ai,7,0.2857,0,0.95,0.8859,0.8014,23008000,high
dacore.co.in,.co.in,6,0.5,0,0.6,0.5235,0.6882,400500,medium
vydaez.co,.co,6,0.3333,0,0.8,0.4683,0.6819,327500,medium
dhante.app,.app,6,0.3333,0,0.75,0.8536,0.8276,19090500,high
rajunme.app,.app,7,0.4286,0,0.75,0.6999,0.6394,431500,medium
dhanki.io,.io,6,0.3333,0,0.85,0.9684,0.7455,18664500,high
untusoft.co.in,.co.in,8,0.375,0,0.6,0.4716,0.6803,852500,medium
virilerajun.co.in,.co.in,11,0.4545,0,0.6,0.5373,0.5439,394000,medium
rajhealth.io,.io,9,0.3333,0,0.85,0.9098,0.8505,11273000,high
uncafy.in,.in,6,0.3333,0,0.9,0.9757,0.8939,3607500,high
tuhub.com,.com,5,0.4,0,1.0,0.4598,0.7137,492500,medium
gameski.info,.info,7,0.4286,0,0.18,0.3349,0.5321,90500,low
peaxly.in,.in,6,0.3333,0,0.9,0.7399,0.754,31696000,high
vyco.dev,.dev,4,0.25,0,0.7,0.5278,0.6548,412000,medium
seva89.co,.co,6,0.3333,1,0.8,1.0,0.7533,30911500,high
dalu.co,.co,4,0.5,0,0.8,0.9381,0.7833,57490000,high
travelpu.biz,.biz,8,0.375,0,0.15,0.2819,0.5771,96000,low
merajji.ai,.ai,7,0.4286,0,0.95,0.8749,0.7492,60231500,high
web.io,.io,3,0.3333,0,0.85,1.0,0.9043,40770000,high
sanopkrite.co,.co,10,0.4,0,0.8,0.3811,0.6861,693500,medium
viopra.co,.co,6,0.5,0,0.8,0.9733,0.8013,57659500,high
vinbutuhubhameez.co.in,.co.in,16,0.4375,0,0.6,0.1779,0.2817,57500,low
vilab.co,.co,5,0.4,0,0.8,0.711,0.7189,832500,medium
ribuy.co,.co,5,0.4,0,0.8,0.9144,0.9247,20805500,high
krispace.tech,.tech,8,0.375,0,0.55,0.4549,0.7141,746500,medium
mediara.co,.co,7,0.5714,0,0.8,0.6965,0.6001,551500,medium
bunoxeri.co,.co,8,0.5,0,0.8,0.7057,0.5766,715500,medium
shahq.net,.net,5,0.2,0,0.65,0.576,0.6365,968500,medium
bhabase.io,.io,7,0.4286,0,0.85,0.6695,0.6721,333500,medium
bestsha.info,.info,7,0.2857,0,0.18,0.3799,0.5583,99000,low
krihuhu.com,.com,7,0.4286,0,1.0,0.5262,0.5974,828000,medium
data.app,.app,4,0.5,0,0.75,1.0,0.8917,9089000,high
pexeforajcarajop.co.in,.co.in,16,0.4375,0,0.6,0.1739,0.3699,33000,low
vigramin.co,.co,8,0.375,0,0.8,0.4869,0.6341,329000,medium
foinfo.co.in,.co.in,6,0.5,0,0.6,0.1393,0.4529,39000,low
soft.co.in,.co.in,4,0.25,0,0.6,0.4876,0.7108,366000,medium
connect.online,.online,7,0.2857,0,0.25,0.1455,0.5297,137000,low
xeai.in,.in,4,0.75,0,0.9,0.9776,0.6815,52455500,high
huaxzone.site,.site,8,0.5,0,0.2,0.1022,0.5435,113000,low
powerez.co,.co,7,0.4286,0,0.8,1.0,0.8044,40138000,high
gyan65.in,.in,6,0.1667,1,0.9,0.3473,0.3853,50000,low
businessle.xyz,.xyz,10,0.4,0,0.3,0.3492,0.5165,81000,low
viopomshaun.org,.org,11,0.4545,0,0.58,0.2103,0.5201,155500,low
siteza.info,.info,6,0.5,0,0.18,0.21,0.5386,120500,low
unhub.com,.com,5,0.4,0,1.0,0.4265,0.7628,435500,medium
dabank.com,.com,6,0.3333,0,1.0,1.0,0.911,5904500,high
lebudev.app,.app,7,0.4286,0,0.75,0.5582,0.7392,798500,medium
jiovin.co,.co,6,0.5,0,0.8,1.0,0.8536,61036500,high
prararifo.tech,.tech,9,0.4444,0,0.55,0.6153,0.6569,929500,medium
digi31.tech,.tech,6,0.3333,1,0.55,0.613,0.6328,545000,medium
cityca.dev,.dev,6,0.3333,0,0.7,0.6796,0.7126,320500,medium
vihu.dev,.dev,4,0.5,0,0.7,0.5651,0.7447,480500,medium
wybhasan.co,.co,8,0.25,0,0.8,0.761,0.7556,29804500,high
mofy.io,.io,4,0.25,0,0.85,0.7668,0.8727,11827000,high
axhudevno.io,.io,9,0.4444,0,0.85,0.6158,0.6711,833000,medium
penabase.net,.net,8,0.5,0,0.65,0.5125,0.5674,424500,medium
vizaom.io,.io,6,0.5,0,0.85,0.7461,0.8942,67559000,high
homekri.in,.in,7,0.4286,0,0.9,0.72,0.7051,852000,medium
myshaom.co,.co,7,0.2857,0,0.8,0.7176,0.5768,752000,medium
vinmopu.app,.app,7,0.4286,0,0.75,0.6829,0.6568,735500,medium
wyko.in,.in,4,0.25,0,0.9,0.8008,0.8243,77124000,high
mefy.in,.in,4,0.25,0,0.9,0.7521,0.789,9149000,high
melu.app,.app,4,0.5,0,0.75,0.6877,0.6657,1135000,medium
jiotu.com,.com,5,0.6,0,1.0,0.9063,0.8264,41139500,high
nagari.xyz,.xyz,6,0.5,0,0.3,0.073,0.412,47500,low
bazaartu.app,.app,8,0.5,0,0.75,0.72,0.6707,1121000,medium
trade.app,.app,5,0.4,0,0.75,1.0,0.8141,49766500,high
home.app,.app,4,0.5,0,0.75,0.72,0.6442,1017000,medium
puhq.io,.io,4,0.25,0,0.85,0.5808,0.6672,336500,medium
fohq.in,.in,4,0.25,0,0.9,0.5165,0.59,1324500,medium
info.site,.site,4,0.5,0,0.2,0.1819,0.5425,54500,low
sensex11.io,.io,8,0.25,1,0.85,0.9778,0.8269,16214500,high
swadesh.net,.net,7,0.2857,0,0.65,0.72,0.6601,686500,medium
bhavytevinki.net,.net,12,0.3333,0,0.65,0.5719,0.5617,197000,medium
khoj.xyz,.xyz,4,0.25,0,0.3,0.2457,0.548,74000,low
designpra.co.in,.co.in,9,0.3333,0,0.6,0.3498,0.5507,130000,low
lubusiness.co.in,.co.in,10,0.4,0,0.6,0.2005,0.5436,57000,low
sannaplace.site,.site,10,0.4,0,0.2,0.0471,0.4306,61000,low
hubu.net,.net,4,0.5,0,0.65,0.5379,0.678,856500,medium
huaxly.in,.in,6,0.3333,0,0.9,0.8852,0.7636,51888500,high
devtubase.co.in,.co.in,9,0.4444,0,0.6,0.6559,0.6902,570000,medium
golu.com,.com,4,0.5,0,1.0,1.0,0.8162,29160500,high
momandi.tech,.tech,7,0.4286,0,0.55,0.72,0.6821,415500,medium
paisetu.tech,.tech,7,0.5714,0,0.55,0.615,0.6812,1910000,medium
zahq.co.in,.co.in,4,0.25,0,0.6,0.6517,0.7443,302000,medium
nofox.ai,.ai,5,0.4,0,0.95,0.845,0.935,26652500,high
bhavybase.app,.app,9,0.3333,0,0.75,0.5587,0.6599,770000,medium
global27.tech,.tech,8,0.25,1,0.55,0.4821,0.599,164500,medium
rajtuplace.org,.org,10,0.4,0,0.58,0.3362,0.5584,172000,low
ezbhahub.in,.in,8,0.375,0,0.9,0.6026,0.6251,923500,medium
rajkoplace.xyz,.xyz,10,0.4,0,0.3,0.2163,0.4121,74500,low
paiseraj.in,.in,8,0.5,0,0.9,0.5345,0.6485,2009500,medium
health.io,.io,6,0.3333,0,0.85,0.8583,0.7997,16673000,high
xesaathi.net,.net,8,0.5,0,0.65,0.2303,0.4772,85000,low
bulebha.net,.net,7,0.4286,0,0.65,0.4873,0.6286,602000,medium
bugreen.co.in,.co.in,7,0.4286,0,0.6,0.4964,0.6843,411000,medium
simo.tech,.tech,4,0.5,0,0.55,0.6409,0.6232,557000,medium
vikrirajno.org,.org,10,0.4,0,0.58,0.2864,0.4682,86500,low
power93.io,.io,7,0.2857,1,0.85,0.9574,0.8584,3176500,high
bestvi.in,.in,6,0.3333,0,0.9,0.1689,0.5549,161000,low
unnifty.co,.co,7,0.2857,0,0.8,1.0,0.7433,25009500,high
ezop.app,.app,4,0.5,0,0.75,0.9377,0.8104,3359500,high
ununbase.tech,.tech,8,0.5,0,0.55,0.72,0.608,578000,medium
besthumo.biz,.biz,8,0.375,0,0.15,0.2255,0.4721,45000,low
jijizone.in,.in,8,0.5,0,0.9,0.173,0.4817,141000,low
business.co.in,.co.in,8,0.375,0,0.6,0.1416,0.4791,52000,low
milan.site,.site,5,0.4,0,0.2,0.0201,0.4911,63000,low
travel24.biz,.biz,8,0.25,1,0.15,0.2616,0.5001,44500,low
pukivitevi.co.in,.co.in,10,0.5,0,0.6,0.1752,0.4644,90000,low
caenergy.info,.info,8,0.375,0,0.18,0.0083,0.4916,35000,low
portal.net,.net,6,0.3333,0,0.65,0.1264,0.4207,73000,low
buworld.com,.com,7,0.2857,0,1.0,0.3691,0.5346,157500,low
caportal.org,.org,8,0.375,0,0.58,0.0432,0.4599,51500,low
undevopkrino.in,.in,12,0.4167,0,0.9,0.0061,0.4105,120500,low
rituplace.xyz,.xyz,9,0.4444,0,0.3,0.0863,0.5466,42500,low
unsanhukri.biz,.biz,10,0.4,0,0.15,0.3006,0.5545,117000,low
artsha.in,.in,6,0.3333,0,0.9,0.2387,0.5069,94000,low
praonline.info,.info,9,0.4444,0,0.18,0.3099,0.4598,41000,low
group.co.in,.co.in,5,0.4,0,0.6,0.3365,0.6422,112500,low
devjifohu.biz,.biz,9,0.4444,0,0.15,0.0028,0.4469,27500,low
hotelun.xyz,.xyz,7,0.4286,0,0.3,0.045,0.4529,80000,low
vyplace.co.in,.co.in,7,0.2857,0,0.6,0.3448,0.4426,68500,low
vinworld.in,.in,8,0.25,0,0.9,0.247,0.4252,124000,low
buludabunatuvi.info,.info,14,0.5,0,0.18,0.1611,0.2758,50000,low
unvivinsi.xyz,.xyz,9,0.4444,0,0.3,0.1442,0.4661,124500,low
